#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1630.0000001027,-38135.65833976289,11121.422071367131,-27014.23626839576,296.93795387984045,23.3
1640.0000001047372,-38039.155789659984,11032.015704688081,-27007.140084971903,295.38209612006204,23.3
1650.0000001067745,-38508.55572354031,10693.302157736423,-27815.253565803887,284.39613446501187,23.3
1660.0000001088117,-38052.2191165728,10917.57603002759,-27134.64308654521,291.8782709373714,23.3
1670.000000110849,-38209.50088087939,10862.76726761457,-27346.733613264816,289.51958573835077,23.3
1680.0000001128863,-38357.60432511555,11156.819795278023,-27200.784529837525,298.7910267587315,23.3
1690.0000001149235,-38252.94297890121,11100.2278780463,-27152.715100854904,297.1617975475644,23.3
1700.0000001169608,-38191.39762032295,11106.898616904966,-27084.49900341798,295.83728913656614,23.3
1710.000000118998,-38231.79523349583,11089.16368080436,-27142.63155269147,296.5647741190286,23.3
1720.0000001210353,-38027.61088502241,10981.342456377115,-27046.268428645297,293.4905495579778,23.3
1730.0000001230726,-38565.15223106301,11154.560224955709,-27410.5920061073,298.32848403480574,23.3
1740.0000001251099,-38466.71955068641,11511.698364583055,-26955.021186103353,307.35892317454596,23.3
1750.0000001271471,-38515.637816403134,11293.754683080131,-27221.883133323005,301.00571716416783,23.3
1760.0000001291844,-38276.7592985386,11383.969404810901,-26892.7898937277,303.6870219193051,23.3
1770.0000001312217,-38438.88244382615,11232.798697925778,-27206.083745900374,299.8985061501414,23.3
1780.000000133259,-38742.64572457441,11235.107088763396,-27507.53863581101,298.86034852604837,23.3
1790.0000001352962,-38723.068864329754,11257.573699833143,-27465.495164496613,300.4743288819278,23.3
1800.0000001373335,-38665.294551664505,11300.388865046918,-27364.90568661759,301.70328237635965,23.3
1810.0000001393707,-38196.66151362316,11102.195550449193,-27094.46596317397,297.1560480703508,23.3
1820.000000141408,-38360.59288756885,11001.009356804816,-27359.58353076403,293.4798566846518,23.3
1830.0000001434453,-37766.97571611539,11223.116791334978,-26543.858924780412,299.58746147662924,23.3
1840.0000001454825,-37850.36936628306,10921.970593492357,-26928.398772790708,292.5533391579922,23.3
1850.0000001475198,-38317.883263610405,11262.00641647566,-27055.876847134743,299.5475418481836,23.3
1860.000000149557,-38132.66534901515,11267.941161968101,-26864.72418704705,300.57863312320205,23.3
1870.0000001515943,-38327.23349183963,10936.408815490253,-27390.824676349377,292.961546556631,23.3
1880.0000001536316,-38663.66213262963,10902.312788978712,-27761.349343650916,290.81080867730276,23.3
1890.0000001556689,-38592.14971749565,11026.563966377296,-27565.585751118357,294.52000222615976,23.3
1900.0000001577062,-38365.59686386755,11000.85991037512,-27364.73695349243,294.0663489865758,23.3
1910.0000001597434,-38568.18602657846,11194.833797140685,-27373.352229437776,298.9135173652426,23.3
1920.0000001617807,-38251.11544164745,11273.598871296492,-26977.516570350963,300.05208479064464,23.3
1930.000000163818,-38044.191748325014,10856.843641816127,-27187.348106508885,289.75913798118427,23.3
1940.0000001658552,-38466.713139049316,11605.512225598703,-26861.200913450615,309.39966536786187,23.3
1950.0000001678925,-38239.931014464404,11066.239847595982,-27173.691166868422,295.0684289175478,23.3
1960.0000001699298,-38230.45072168281,10988.871063575556,-27241.579658107257,293.51929717769667,23.3
1970.000000171967,-38252.69268689583,11106.885670590906,-27145.807016304927,296.5990479039506,23.3
1980.0000001740043,-38105.82079021474,10934.827669272932,-27170.993120941806,291.76585178427064,23.3
1990.0000001760416,-38287.981792560735,11374.573054507286,-26913.408738053447,304.1776745106384,23.3
2000.0000001780788,-38372.661815050364,10963.047614335666,-27409.6142007147,291.9664089349479,23.3
2010.000000180116,-38007.15401294873,11159.018858518448,-26848.135154430285,298.3233630146656,23.3
2020.0000001821534,-38840.98648874528,10971.148721431413,-27869.837767313868,292.6126178206475,23.3
2030.0000001841906,-38335.23944751285,11140.465773319225,-27194.773674193628,297.7383857415936,23.3
2040.000000186228,-38170.163090179405,11025.549840153324,-27144.61325002608,294.70979939771644,23.3
2050.000000188265,-37810.94478296472,11306.40284172758,-26504.541941237138,301.84902936864745,23.3
2060.000000190302,-37856.309740528435,11264.8696513298,-26591.440089198637,301.5572616385306,23.3
2070.0000001923395,-38610.70644753601,11010.805675429241,-27599.90077210677,294.34716985861087,23.3
2080.0000001943768,-38249.8591138163,11098.957850196352,-27150.90126361995,295.6794110893932,23.3
2090.000000196414,-38263.67138590825,11139.351302551822,-27124.32008335643,297.40030648816406,23.3
2100.0000001984513,-38387.055563023554,11163.070339181544,-27223.98522384201,298.31803862860147,23.3
2110.0000002004886,-38504.158523670914,11173.31777577557,-27330.840747895345,298.70671216039983,23.3
2120.000000202526,-38639.15806881279,11137.319512800672,-27501.838556012117,296.89211543140834,23.3
2130.000000204563,-38079.222812209555,10690.189990608484,-27389.03282160107,285.70071000980874,23.3
2140.0000002066004,-38132.17760713583,11303.418057804663,-26828.759549331167,301.94744960795686,23.3
2150.0000002086376,-38171.6866670601,10996.86144741534,-27174.82521964476,293.97535628833947,23.3
2160.000000210675,-38059.237723105325,10868.157308403102,-27191.08041470222,290.6556747744603,23.3
2170.000000212712,-38267.234918400274,11110.142161735981,-27157.092756664293,297.5794128125806,23.3
2180.0000002147494,-38260.807071959905,11391.608687686668,-26869.198384273237,305.2313925515633,23.3
2190.0000002167867,-38737.83218669598,10710.894216316887,-28026.937970379095,286.2365567130468,23.3
2200.000000218824,-38177.43337301958,11000.67846026822,-27176.75491275136,293.5327568756947,23.3
2210.0000002208612,-38200.72682930516,10942.47877878636,-27258.2480505188,292.54116913190114,23.3
2220.0000002228985,-37917.26490370256,10948.079350587253,-26969.18555311531,292.11087200792025,23.3
2230.000000224936,-38336.291633839915,11092.107955354226,-27244.18367848569,296.1562446018387,23.3
2240.000000226973,-38430.1246744117,11265.438492857684,-27164.686181554018,300.9964286963482,23.3
2250.0000002290103,-38461.2589948983,11278.594203764706,-27182.664791133597,301.58344941283127,23.3
2260.0000002310476,-38428.575381411385,11608.625938234989,-26819.949443176396,310.42202324939666,23.3
2270.000000233085,-38041.59862370175,11316.065903705561,-26725.53271999619,302.5397276023423,23.3
2280.000000235122,-38234.83717494488,11156.824088994994,-27078.013085949882,297.19265316579623,23.3
2290.0000002371594,-38338.87564073291,11031.64060345102,-27307.23503728189,294.4968150850861,23.3
2300.0000002391967,-38084.76054477262,11485.15080554752,-26599.609739225096,306.3454453713394,23.3
2310.000000241234,-37685.35260314628,11288.703176295288,-26396.649426850992,301.96813545070864,23.3
2320.000000243271,-38183.10311565264,11315.111033239426,-26867.992082413213,301.2268111313845,23.3
2330.0000002453085,-37757.248555904735,11166.966647930949,-26590.281907973786,298.95604994639905,23.3
2340.0000002473457,-38414.09607832262,11408.027297593235,-27006.068780729383,304.7152720869377,23.3
2350.000000249383,-38329.01790379965,11142.161202257008,-27186.85670154264,297.3898237226137,23.3
2360.0000002514203,-38373.74526160098,11058.127497238964,-27315.617764362018,295.0722804394598,23.3
2370.0000002534575,-38385.70862219071,11158.212596272908,-27227.4960259178,297.78418875544077,23.3
2380.000000255495,-38480.717825526925,11362.646887453153,-27118.07093807377,303.9760632954881,23.3
2390.000000257532,-38223.14764584031,11102.01372562114,-27121.133920219174,296.3289284130756,23.3
2400.0000002595693,-38184.68893090433,11238.160692510952,-26946.52823839338,299.5102870039576,23.3
