#"Step",  "Time (ps)",  "Potential Energy (kJ/mole)",  "Kinetic Energy (kJ/mole)",  "Total Energy (kJ/mole)",  "Temperature (K)",  "Speed (ns/day)"
10180000,  5090.000000807594,  -34010.80851216729,  11340.88777044229,  -22669.920741725,  303.69912756544977,  157
10190000,  5095.000000808613,  -34159.50587859224,  11052.039145403342,  -23107.466733188896,  296.1590363494504,  157
10200000,  5100.000000809631,  -34131.48895955357,  11182.64598000636,  -22948.84297954721,  299.21535510908546,  157
10210000,  5105.00000081065,  -34701.11316206048,  11316.457644408387,  -23384.655517652092,  302.4141999799664,  157
10220000,  5110.0000008116685,  -34979.960264583395,  11146.437586973047,  -23833.52267761035,  298.75677510875215,  157
10230000,  5115.000000812687,  -34169.830915364655,  11153.414091455983,  -23016.416823908672,  298.0317920686815,  157
10240000,  5120.000000813706,  -34370.9391851396,  10943.703906577564,  -23427.235278562035,  292.0618453012843,  157
10250000,  5125.000000814724,  -34402.89967978609,  11141.723344833887,  -23261.1763349522,  298.4798409975099,  157
10260000,  5130.000000815743,  -34351.44268833893,  11111.013971789771,  -23240.428716549162,  296.906413935005,  157
10270000,  5135.000000816762,  -33994.61974316899,  10958.679255655177,  -23035.94048751381,  292.84246915861445,  157
10280000,  5140.00000081778,  -33903.8914981251,  11100.249847454616,  -22803.641650670485,  297.2505130801983,  157
10290000,  5145.000000818799,  -33863.131973770374,  11381.873464925742,  -22481.258508844632,  304.54903743753994,  157
10300000,  5150.000000819818,  -34412.840780629784,  10895.680311318945,  -23517.16046931084,  292.31375791150884,  157
10310000,  5155.000000820836,  -34621.45360533699,  11113.459619055258,  -23507.99398628173,  297.1586021718891,  157
10320000,  5160.000000821855,  -34631.57117845302,  11169.987229813898,  -23461.583948639123,  298.94934857148644,  157
10330000,  5165.0000008228735,  -34939.08302148181,  11161.697082553901,  -23777.38593892791,  298.2940469572808,  157
10340000,  5170.000000823892,  -33957.31665620497,  11053.912211429495,  -22903.40444477547,  295.77071858186173,  157
10350000,  5175.000000824911,  -34300.649701505514,  11214.952006562864,  -23085.69769494265,  301.02710399202186,  157
10360000,  5180.000000825929,  -34509.51224620368,  10976.582570708899,  -23532.929675494783,  293.7905025518718,  157
10370000,  5185.000000826948,  -34614.51550135475,  10847.777119327246,  -23766.738382027503,  290.13543714221424,  157
10380000,  5190.000000827967,  -34951.5146065857,  10943.3088651533,  -24008.205741432397,  293.3190606513623,  157
10390000,  5195.000000828985,  -34532.18422982533,  11209.470850064106,  -23322.713379761226,  299.00919258981634,  157
10400000,  5200.000000830004,  -34780.986114145024,  11330.969632648867,  -23450.016481496157,  302.5601711643506,  157
10410000,  5205.000000831023,  -34521.56025710463,  10968.890815176052,  -23552.66944192858,  293.438788901808,  157
10420000,  5210.000000832041,  -34822.389072068436,  11094.20660969704,  -23728.1824623714,  296.2274423301032,  157
10430000,  5215.00000083306,  -34550.7440614991,  11112.856296708302,  -23437.887764790798,  297.1006495772389,  157
10440000,  5220.0000008340785,  -34669.50923661607,  10869.655568826929,  -23799.85366778914,  289.8221001155285,  157
10450000,  5225.000000835097,  -34636.085224613715,  10960.108452363394,  -23675.97677225032,  293.11350254574836,  157
10460000,  5230.000000836116,  -33944.65965144286,  10956.651660704689,  -22988.007990738173,  292.6045202331471,  157
10470000,  5235.000000837134,  -34282.78750977458,  10952.133302610968,  -23330.65420716361,  292.5466404230102,  157
10480000,  5240.000000838153,  -34638.84676086903,  11158.295889455512,  -23480.55087141352,  298.7489836602111,  157
10490000,  5245.000000839172,  -34449.739176934076,  11529.397344404493,  -22920.341832529582,  307.51456902957796,  157
10500000,  5250.00000084019,  -34539.839949783054,  11007.979819382932,  -23531.86013040012,  294.02811441908904,  157
10510000,  5255.000000841209,  -34667.818846583585,  11370.097424521688,  -23297.7214220619,  304.09695353053013,  157
10520000,  5260.000000842228,  -34241.40877226987,  10778.883413788757,  -23462.52535848111,  286.9423455854733,  157
10530000,  5265.000000843246,  -34707.02084500145,  11072.985344304747,  -23634.0355006967,  296.21970083936964,  157
10540000,  5270.000000844265,  -34152.07988508883,  11021.481796678918,  -23130.59808840991,  295.00351727272755,  157
10550000,  5275.0000008452835,  -34469.510385188485,  11251.757943202452,  -23217.752441986035,  301.2456371396336,  157
10560000,  5280.000000846302,  -34045.64401436285,  11069.309964210383,  -22976.334050152465,  295.9028782555709,  157
10570000,  5285.000000847321,  -34601.941836221835,  11311.37080531333,  -23290.571030908504,  302.5433351527218,  157
10580000,  5290.000000848339,  -34774.42943528173,  11485.849827715167,  -23288.579607566564,  306.4535289411943,  157
10590000,  5295.000000849358,  -34915.36609867014,  11167.550100739094,  -23747.81599793105,  298.6343047926563,  157
10600000,  5300.000000850377,  -34075.33237913246,  11087.47144492229,  -22987.86093421017,  296.9440580862898,  157
10610000,  5305.000000851395,  -34505.330032698905,  10952.425551911305,  -23552.904480787598,  292.77048181086565,  157
10620000,  5310.000000852414,  -34130.834358394975,  11147.128381526327,  -22983.70597686865,  297.6504761792115,  157
10630000,  5315.0000008534325,  -34356.10293712054,  10917.962776265653,  -23438.140160854884,  292.62898243102325,  157
10640000,  5320.000000854451,  -34501.24745472523,  11146.159244683364,  -23355.088210041864,  298.5454921326813,  157
10650000,  5325.00000085547,  -34312.1790328289,  11208.645811258628,  -23103.533221570273,  299.9685467785526,  157
10660000,  5330.000000856488,  -34156.990309822984,  11244.535783818523,  -22912.45452600446,  300.35280310219207,  157
10670000,  5335.000000857507,  -34151.7662760426,  11353.026941155033,  -22798.73933488757,  304.5063196671795,  157
10680000,  5340.000000858526,  -34230.07763796185,  11192.94161830726,  -23037.136019654587,  299.3269807443841,  157
10690000,  5345.000000859544,  -34428.074723534395,  11362.700298488511,  -23065.374425045884,  303.87470999182096,  157
10700000,  5350.000000860563,  -34388.061589935925,  11346.38802438814,  -23041.673565547786,  302.92561247623667,  157
10710000,  5355.000000861582,  -33963.006533909174,  10906.5114047849,  -23056.495129124276,  291.5934238374515,  157
10720000,  5360.0000008626,  -34170.99272702025,  11173.702789728468,  -22997.289937291785,  299.4090199171699,  157
10730000,  5365.000000863619,  -34673.725005181455,  11233.444484091231,  -23440.280521090222,  300.229108474921,  157
10740000,  5370.0000008646375,  -34736.097372975164,  11326.740960519404,  -23409.35641245576,  303.47088923264704,  157
10750000,  5375.000000865656,  -34139.05143429436,  11108.915273507791,  -23030.136160786566,  297.63037601574104,  157
10760000,  5380.000000866675,  -34649.88286554549,  11030.454321525556,  -23619.42854401994,  294.5278787877604,  157
10770000,  5385.000000867693,  -34842.596835270626,  11063.669214350472,  -23778.927620920156,  295.3266239990433,  157
10780000,  5390.000000868712,  -34501.5871470546,  11280.840191395257,  -23220.746955659342,  301.83108368160754,  157
10790000,  5395.000000869731,  -34595.68550615436,  10911.607718611904,  -23684.077787542457,  291.38515413496697,  157
10800000,  5400.000000870749,  -34933.61576908962,  11112.337661683594,  -23821.278107406026,  296.6386285129779,  157
10810000,  5405.000000871768,  -35116.07472188247,  11195.51840022338,  -23920.55632165909,  299.0382770958062,  157
10820000,  5410.000000872787,  -34799.05544810757,  10984.51186829245,  -23814.543579815116,  293.35224769866505,  157
10830000,  5415.000000873805,  -34702.62791597945,  11108.106255392813,  -23594.521660586637,  296.05442452105643,  157
10840000,  5420.000000874824,  -34587.95201029542,  11295.04016821427,  -23292.91184208115,  301.19391249998796,  157
10850000,  5425.0000008758425,  -34009.37535715755,  11255.90661902441,  -22753.46873813314,  301.08553522767886,  157
10860000,  5430.000000876861,  -34647.708807893054,  11351.937252428712,  -23295.771555464344,  303.2942870089222,  157
10870000,  5435.00000087788,  -34258.44495526632,  11045.558568919672,  -23212.886386346647,  295.9723503813327,  157
10880000,  5440.000000878898,  -34680.86974609616,  11075.960467409926,  -23604.90927868624,  296.44216200223974,  157
10890000,  5445.000000879917,  -34530.07807161174,  11111.190685301724,  -23418.887386310013,  296.72155468453485,  157
10900000,  5450.000000880936,  -34096.6555081189,  10950.244077038858,  -23146.411431080043,  292.80613534911464,  157
10910000,  5455.000000881954,  -34880.46494490297,  11225.68464773125,  -23654.780297171717,  300.31617943464835,  157
10920000,  5460.000000882973,  -34016.25496898545,  10909.856620693075,  -23106.398348292372,  291.48458808532854,  157
10930000,  5465.000000883992,  -34348.40053620093,  11110.71286301043,  -23237.687673190496,  296.82946479527254,  157
10940000,  5470.00000088501,  -34868.203396689234,  10969.781944933555,  -23898.42145175568,  293.088610316169,  157
10950000,  5475.000000886029,  -34656.84744108696,  11229.799525396409,  -23427.04791569055,  300.51157297581324,  157
10960000,  5480.0000008870475,  -34444.29871305251,  11408.104656041307,  -23036.1940570112,  304.40680964824077,  157
10970000,  5485.000000888066,  -34341.079061732904,  11376.299902753823,  -22964.77915897908,  304.8159391370268,  157
10980000,  5490.000000889085,  -34069.29501995722,  11213.563685952,  -22855.73133400522,  300.3595213803265,  157
10990000,  5495.000000890103,  -34350.19308744121,  11026.87035538676,  -23323.322732054447,  295.646133563579,  157
11000000,  5500.000000891122,  -34442.125519865935,  11263.03345445485,  -23179.092065411085,  300.4006270479714,  157
11010000,  5505.000000892141,  -34319.052308191036,  10982.29293040978,  -23336.759377781258,  294.6459243461597,  157
11020000,  5510.000000893159,  -34479.47389980806,  11204.143752862992,  -23275.330146945067,  300.108058565158,  157
11030000,  5515.000000894178,  -34874.525243222866,  10864.06881892969,  -24010.456424293174,  290.9479065544333,  157
11040000,  5520.0000008951965,  -34215.27989639196,  11105.354155813913,  -23109.92574057805,  297.4452088073406,  157
11050000,  5525.000000896215,  -34802.68841467751,  11005.343007974456,  -23797.345406703054,  293.5115217615551,  157
11060000,  5530.000000897234,  -34708.10294911574,  11411.129811384622,  -23296.97313773112,  305.6603055218689,  157
11070000,  5535.000000898252,  -34471.00284880316,  11170.720496150125,  -23300.282352653034,  299.1255293175048,  157
11080000,  5540.000000899271,  -34419.44089186706,  11042.861490304826,  -23376.579401562234,  294.97086932505175,  157
11090000,  5545.00000090029,  -34317.49939563065,  11342.937064192458,  -22974.562331438192,  303.0868164246209,  157
11100000,  5550.000000901308,  -34730.85641317007,  11152.019261041964,  -23578.837152128108,  297.3587509686881,  157
11110000,  5555.000000902327,  -34336.46830406746,  11125.134496289415,  -23211.333807778043,  297.1915899159164,  157
11120000,  5560.000000903346,  -34785.43276570071,  11077.944214051558,  -23707.48855164915,  295.83369955115984,  157
11130000,  5565.000000904364,  -34149.8610944255,  11317.647576493142,  -22832.213517932356,  302.5657011573623,  157
11140000,  5570.000000905383,  -34136.90972416471,  11060.59215556808,  -23076.31756859663,  296.0297364051774,  157
11150000,  5575.0000009064015,  -34078.77330631848,  11167.727283295477,  -22911.046023023002,  297.92645873695034,  157
11160000,  5580.00000090742,  -34718.67702906624,  11096.347082547738,  -23622.3299465185,  296.74982714905485,  157
11170000,  5585.000000908439,  -34561.00002120991,  11191.293826468593,  -23369.706194741317,  299.2222223345911,  157
11180000,  5590.000000909457,  -34450.84583162711,  10995.776674166527,  -23455.069157460588,  294.2094794005773,  157
11190000,  5595.000000910476,  -34566.44050455737,  11163.159119548038,  -23403.281385009337,  298.4047153284187,  157
11200000,  5600.000000911495,  -34460.27474574121,  11037.99794715341,  -23422.2767985878,  294.8151676476063,  157
11210000,  5605.000000912513,  -34553.04105245675,  11096.778274637523,  -23456.262777819225,  296.6346915636894,  157
11220000,  5610.000000913532,  -34939.99798683812,  10961.201575021265,  -23978.796411816853,  293.1780466583814,  157
11230000,  5615.000000914551,  -34604.60402136357,  11133.631816626481,  -23470.97220473709,  298.28388562032933,  157
11240000,  5620.000000915569,  -34484.98145480214,  10885.520742089151,  -23599.460712712986,  291.3511437407284,  157
11250000,  5625.000000916588,  -34359.29955083765,  11298.987614322783,  -23060.311936514867,  302.21555424445665,  157
11260000,  5630.0000009176065,  -35233.57157080583,  11301.650980406685,  -23931.920590399142,  301.9986869529376,  157
11270000,  5635.000000918625,  -33867.616801230724,  10966.21582950067,  -22901.400971730054,  294.25695387894524,  157
11280000,  5640.000000919644,  -34419.380323237674,  10999.29925582839,  -23420.081067409286,  294.4056458017546,  157
11290000,  5645.000000920662,  -34097.28871128435,  11077.837474420188,  -23019.451236864166,  296.58929161200297,  157
11300000,  5650.000000921681,  -34463.90840738128,  11265.978252562047,  -23197.93015481923,  300.8385369125993,  157
11310000,  5655.0000009227,  -34548.55376643701,  11341.493435001978,  -23207.060331435037,  303.3005029032813,  157
11320000,  5660.000000923718,  -34026.70196680711,  11190.96864963422,  -22835.73331717289,  299.39217874051906,  157
11330000,  5665.000000924737,  -34581.38233537846,  11138.999831490753,  -23442.382503887708,  297.4668529468764,  157
11340000,  5670.000000925756,  -34764.11542558922,  11108.86657576586,  -23655.248849823358,  296.4360225877163,  157
11350000,  5675.000000926774,  -34785.42593830937,  11173.77649951744,  -23611.649438791927,  297.5879538665615,  157
11360000,  5680.000000927793,  -34676.98972248377,  11121.262734050893,  -23555.726988432878,  297.59677733639523,  157
11370000,  5685.0000009288115,  -34445.844048607854,  11443.892715793014,  -23001.95133281484,  305.4392977053055,  157
11380000,  5690.00000092983,  -34622.13415107018,  11073.307440828148,  -23548.826710242036,  296.55784973499453,  157
11390000,  5695.000000930849,  -34317.27928278455,  11213.756207931909,  -23103.523074852637,  300.392916873671,  157
11400000,  5700.000000931867,  -34626.64444914502,  11194.99703657344,  -23431.647412571576,  298.9437176084131,  157
11410000,  5705.000000932886,  -34663.16515613942,  11053.62874926166,  -23609.536406877756,  294.91133819300836,  157
11420000,  5710.000000933905,  -34443.761861788254,  11093.418759036742,  -23350.34310275151,  296.0667555863422,  157
11430000,  5715.000000934923,  -34359.02032038499,  10946.409780617372,  -23412.610539767615,  293.24689120482196,  157
11440000,  5720.000000935942,  -34522.703487333136,  10975.33653953997,  -23547.366947793165,  293.3838349263189,  157
11450000,  5725.0000009369605,  -34505.2977413081,  10984.233497217487,  -23521.064244090616,  293.5181339767345,  157
11460000,  5730.000000937979,  -34553.93493461642,  10766.337533536116,  -23787.597401080307,  287.53324546118915,  157
11470000,  5735.000000938998,  -34639.74151818822,  11109.328809160615,  -23530.4127090276,  296.9873263822523,  157
11480000,  5740.000000940016,  -34791.78132433272,  11119.97622704919,  -23671.805097283526,  296.97902752849535,  157
11490000,  5745.000000941035,  -34107.676145114914,  10789.263488804918,  -23318.412656309996,  288.07018958548406,  157
11500000,  5750.000000942054,  -34463.146993058734,  11196.933484763418,  -23266.213508295317,  299.59689144995235,  157
11510000,  5755.000000943072,  -34719.72745782812,  11329.16851715935,  -23390.558940668772,  302.13166744355215,  157
11520000,  5760.000000944091,  -34677.370366259674,  11129.642704713786,  -23547.72766154589,  298.11194453368194,  157
11530000,  5765.00000094511,  -34286.55474867967,  11117.553297547474,  -23169.001451132197,  297.4934701208709,  157
11540000,  5770.000000946128,  -34542.57193734104,  11240.162588381689,  -23302.40934895935,  300.14777561961307,  157
11550000,  5775.000000947147,  -34564.436101285726,  11266.877982658172,  -23297.558118627552,  300.8528114704927,  157
11560000,  5780.0000009481655,  -34640.67846372772,  11179.467914303368,  -23461.210549424355,  299.134051484611,  157
11570000,  5785.000000949184,  -34685.78257366162,  10786.543774925845,  -23899.238798735776,  289.51794259169503,  157
11580000,  5790.000000950203,  -34537.52065799211,  11165.266192027842,  -23372.254465964266,  299.32096190557667,  157
11590000,  5795.000000951221,  -34738.12235050874,  11187.119639199143,  -23551.002711309597,  299.4465710380849,  157
11600000,  5800.00000095224,  -35000.33463014901,  11358.816108036313,  -23641.518522112696,  304.153637062386,  157
11610000,  5805.000000953259,  -34355.15752930816,  11108.60529891909,  -23246.552230389072,  297.36988659278944,  157
11620000,  5810.000000954277,  -34169.29792905308,  11222.394814775183,  -22946.903114277895,  299.5608877944691,  157
11630000,  5815.000000955296,  -34486.01632898869,  11100.694352776967,  -23385.321976211722,  296.11298945340405,  157
11640000,  5820.000000956315,  -34581.66455305775,  11159.2575683223,  -23422.40698473545,  297.6283990839793,  157
11650000,  5825.000000957333,  -34536.21607637024,  10713.25057930602,  -23822.965497064222,  287.01339272059874,  157
11660000,  5830.000000958352,  -34038.280359323115,  11016.87799610836,  -23021.402363214755,  294.4601764306229,  157
11670000,  5835.0000009593705,  -34712.46457377369,  10855.806742135457,  -23856.65783163823,  290.10845093503224,  157
11680000,  5840.000000960389,  -34390.522462069195,  11019.71386979987,  -23370.808592269324,  295.52064052208715,  157
11690000,  5845.000000961408,  -34764.68277049258,  11194.887381594668,  -23569.795388897914,  298.6704874279376,  157
11700000,  5850.000000962426,  -34717.95306877562,  11174.501745209838,  -23543.45132356578,  298.9849785779717,  157
11710000,  5855.000000963445,  -34573.95243266978,  11194.179633025498,  -23379.77279964428,  298.97665045818854,  157
11720000,  5860.000000964464,  -34250.55151794596,  11153.084629870937,  -23097.466888075025,  298.19908355363594,  157
11730000,  5865.000000965482,  -34723.14537343711,  10961.561084247289,  -23761.58428918982,  293.12316983229556,  157
11740000,  5870.000000966501,  -34472.069209607056,  11026.50064386174,  -23445.568565745314,  294.20026793255374,  157
11750000,  5875.00000096752,  -34208.44085923418,  11060.900819442508,  -23147.54003979167,  295.5744126371278,  157
11760000,  5880.000000968538,  -34938.31384111049,  11336.764342934544,  -23601.549498175944,  302.1949670138941,  157
11770000,  5885.000000969557,  -34688.87368557035,  11038.942407811906,  -23649.931277758442,  294.97779933122985,  157
11780000,  5890.0000009705755,  -34600.754223889846,  10939.923547453069,  -23660.830676436777,  292.22019228538534,  157
11790000,  5895.000000971594,  -35033.38315358646,  11090.305116822354,  -23943.078036764105,  296.56513691350665,  157
11800000,  5900.000000972613,  -34315.81712345176,  10746.106722489269,  -23569.71040096249,  288.06492433680654,  157
11810000,  5905.000000973631,  -34352.50178913529,  11057.393281829918,  -23295.108507305373,  295.6338883828629,  157
11820000,  5910.00000097465,  -34537.49215371327,  11334.183167488844,  -23203.308986224423,  302.6654688419115,  157
11830000,  5915.000000975669,  -34366.51627981937,  10854.56556313435,  -23511.95071668502,  289.9376523661482,  157
11840000,  5920.000000976687,  -34835.83835698528,  11309.39741917506,  -23526.44093781022,  302.6119831508552,  157
11850000,  5925.000000977706,  -34512.65681246614,  11148.734966088876,  -23363.921846377267,  298.7559917296434,  157
11860000,  5930.0000009787245,  -34677.007417129855,  10905.367446437464,  -23771.63997069239,  291.6965172267994,  157
11870000,  5935.000000979743,  -34655.18305905313,  11220.436515408726,  -23434.746543644404,  300.6061536025017,  157
11880000,  5940.000000980762,  -34666.950537902405,  11440.810646571992,  -23226.139891330415,  306.0742437932886,  157
11890000,  5945.00000098178,  -34469.09486203909,  11020.230855883829,  -23448.864006155265,  295.191989924153,  157
11900000,  5950.000000982799,  -34725.61054414608,  10926.212903194262,  -23799.39764095182,  292.36690534129167,  157
11910000,  5955.000000983818,  -34449.775787341896,  11384.323624376482,  -23065.452162965412,  304.86395462772595,  157
11920000,  5960.000000984836,  -34115.050140766645,  11023.285006866974,  -23091.765133899673,  294.7703368444561,  157
11930000,  5965.000000985855,  -34115.73047498948,  10998.610013794178,  -23117.120461195307,  294.7020697251124,  157
11940000,  5970.000000986874,  -34333.0623636346,  11121.477418944978,  -23211.58494468962,  297.0441374205606,  157
11950000,  5975.000000987892,  -34288.98950231106,  10946.90682480245,  -23342.08267750861,  292.6014217222644,  157
11960000,  5980.000000988911,  -34772.365577675584,  11350.810483638455,  -23421.55509403713,  303.4268651396245,  157
11970000,  5985.0000009899295,  -34501.75879884384,  11156.404269794415,  -23345.354529049422,  297.9153605748137,  157
11980000,  5990.000000990948,  -34858.31470222883,  10977.273617560166,  -23881.041084668665,  293.92912488093435,  157
11990000,  5995.000000991967,  -34526.36170232994,  11227.602953978698,  -23298.75874835124,  300.99146430512144,  157
12000000,  6000.000000992985,  -34781.87182071705,  11018.486264612673,  -23763.385556104382,  294.716195868546,  157
